"Estamento","Grado","Titulo.Oficio","Funcion.Cargo","Unidad","BrutoHaber"
"PROFESOR HORAS CLASES","S/G","MAGISTER EN PSICOLOGIA SOCIAL APLICADA","ANALISTA DE PROYECTOS I","DPTO  INGENIERIA INDUSTRIAL",211257
"PROFESOR HORAS CLASES","S/G","DOCTOR EN BIOTECNOLOGIA","ANALISTA DE GESTION II","DPTO. QUIMICA DE LOS MATERIALE",531541
"PROFESOR HORAS CLASES","S/G","DOCTOR EN BIOTECNOLOGIA","ANALISTA DE GESTION II","DPTO. QUIMICA DE LOS MATERIALE",538222
"PROFESOR HORAS CLASES","S/G","MECANICA INDUSTRIAL","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",1012813
"PROFESIONALES","10","ANALISTA DE CALIDAD","ANALISTA DE CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1475252
"ADMINISTRATIVO","20","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","FACULTAD DE DERECHO",545788
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL INDUSTRIAL","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",59189
"PROFESOR HORAS CLASES","S/G","MASTER PRACTITIONER EN PROGRAMACION NEURO-LINGUISTICA","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",1325047
"PROFESIONALES","8","KINESIOLOGO(A)","ANALISTA GEST. II COORD UNICIT","UNIDAD DE PROYECTO UNICYT",1701190
"ADMINISTRATIVO","12","ASISTENTE DE LABORATORIO","ASISTENTE DE LABORATORIO","VR. VINCULACION CON EL MEDIO",940377
"PROFESIONALES","13","PERIODISTA","PERIODISTA","DEPARTAMENTO DE COMUNICACIONES",1294520
"PROFESIONALES","13","BIOQUIMICO","ENCARGADO DE LABORATORIO","DEPARTAMENTO DE BIOLOGIA",700482
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN FISICA Y CIENCIAS NATURALES","HORAS CLASE","DEPARTAMENTO DE FISICA",1031796
"ACADEMICOS","6","DOCTOR(A) EN ESTUDIOS AMERICANOS EN LA ESPECIALIDAD ESTUDIOS INTERNACIONALES","JEFE CARRER LIC LING APL TRADU","VICERRECTORIA ACADÉMICA",2889432
"PROFESOR HORAS CLASES","S/G","INGENIERO(A) DE EJECUCION EN ELECTRICIDAD","JEFE DE LABORATORIO","DPTO INGENIERIA ELECTRICA",308485
"PROFESIONALES","8","INGENIERO(A) DE EJECUCION EN ELECTRICIDAD","JEFE DE LABORATORIO","DPTO INGENIERIA ELECTRICA",1958099
"PROFESOR HORAS CLASES","S/G","INGENIERO(A) DE EJECUCION EN ELECTRICIDAD","JEFE DE LABORATORIO","DPTO INGENIERIA ELECTRICA",616967
"PROFESOR HORAS CLASES","S/G","KINESIOLOGO(A)","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",161283
"PROFESIONALES","12","TECNOLOGO EN ADMINISTRACION DE PERSONAL","PROFESIONAL","UNIDAD DE ADQUISICIONES",1542118
"MEDICOS Y DENTISTAS","S/G","MEDICO CIRUJANO","MEDICO GINECOLOGO","CENTRO DE SALUD",366504
"TECNICO","18","TECNICO","TECNICO","DEPARTAMENTO DE EXTENSION",467599
"TECNICO","17","EJECUTIVO DE COBRANZAS","EJECUTIVO DE COBRANZAS","ADM.GRAL. FONDO SOLIDARIO CRED",720254
"ACADEMICOS","4","INGENIERO CIVIL EN ELECTRICIDAD","ACADEMICO","DPTO INGENIERIA ELECTRICA",1606647
"TECNICO","14","COMPRADOR","COMPRADOR","UNIDAD DE ADQUISICIONES",668676
"PROFESOR HORAS CLASES","S/G","MEDICO CIRUJANO","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",125329
"ADMINISTRATIVO","16","CONTADOR GENERAL","ADMINISTRATIVO CONTABLE","VR INVEST. DESARR E INNOVACION",704530
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN EDUCACION FÍSICA","ENTRENADOR DEPORTIVO","DEPARTAMENTO DE DEPORTES",308865
"PROFESIONALES","13","PROFESOR DE EDUCACION MEDIA EN EDUCACION FÍSICA","ENTRENADOR DEPORTIVO","DEPARTAMENTO DE DEPORTES",333539
"PROFESOR HORAS CLASES","S/G","BIOQUIMICO","HORAS CLASE","DEPARTAMENTO DE BIOLOGIA",258215
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",433811
"ADMINISTRATIVO","16","SECRETARIA DE DIRECCION","SECRETARIA DE DIRECCION","DPTO INGENIERIA OBRAS CIVILES",830283
"PROFESOR HORAS CLASES","S/G","GEOLOGO","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",993829
"PROFESOR HORAS CLASES","S/G","TECNICO SUPERIOR EN LA ESPECIALIDAD DE ELECTRONICA","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",114893
"PROFESOR HORAS CLASES","S/G","MEDICO CIRUJANO","HORAS CLASE","ESCUELA DE MEDICINA",448839
"PROFESOR HORAS CLASES","S/G","TECNICO SUPERIOR EN LA ESPECIALIDAD DE ELECTRONICA","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",121574
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",629335
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",207551
"PROFESOR HORAS CLASES","S/G","TECNICO SUPERIOR EN LA ESPECIALIDAD DE ELECTRONICA","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",344683
"TECNICO","18","MUSICO","MUSICO","DEPARTAMENTO DE EXTENSION",475930
"PROFESIONALES","8","PSICOLOGO","ANALISTA ACREDITACION CARRERA","DIRECCIÓN CALIDAD Y SISTEMAS",1701190
"ACADEMICOS","4","DOCTOR EN CIENCIAS MENCION FISICA","DIR DEPARTAMENTO DE FISICA","DEPARTAMENTO DE FISICA",4309047
"PROFESOR HORAS CLASES","S/G","ANTROPOLOGO","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",161283
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","HORAS CLASE","DPTO INGENIERIA INFORMATICA",512557
"ACADEMICOS","6","DOCTOR EN QUIMICA","ACADEMICO","DPTO. CIENCIAS DEL AMBIENTE",2640785
"ACADEMICOS","4","DOCTOR OF PHILOSOPHY","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",3107653
"ADMINISTRATIVO","13","SECRETARIA DE VICEDECANATO","SECRETARIA DE VICEDECANATO","FACULTAD DE QUIMICA Y BIOLOGIA",887249
"PROFESIONALES","10","INGENIERO COMERCIAL","ENCARGO DE CONTROL Y GESTION","DEPTO. DE FINANZAS Y TESORERIA",1491171
"PROFESIONALES","13","ANALISTA EN POLITICAS Y ASUNTOS INTERNACIONALES","ANALISTA","FACULTAD DE HUMANIDADES",1215225
"PROFESOR HORAS CLASES","S/G","ANALISTA EN POLITICAS Y ASUNTOS INTERNACIONALES","ANALISTA","DEPTO DE HISTORIA",192726
"PROFESIONALES","8","PROFESOR DE EDUCACION MEDIA EN HISTORIA Y GEOGRAFIA","ANALISTA DE PROYECTOS","CITECAMP",1755192
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ADMINISTRACION Y DIRECCION DE EMPRESAS","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",777890
"AUXILIARES","23","AUXILIAR","AUXILIAR","UNIDAD DE GESTION DEL CAMPUS",506774
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",616967
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",623648
"ACADEMICOS","4","DOCTOR EN CIENCIAS DE LA EDUCACION","ACADEMICO","VICERRECTORIA ACADÉMICA",3086541
"ACADEMICOS","4","DOCTOR OF PHILOSOPHY","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",1553140
"PROFESOR HORAS CLASES","S/G","INGENIERO(A) DE EJECUCION EN ELECTRICIDAD","HORAS CLASE","DPTO INGENIERIA ELECTRICA",154242
"PROFESOR HORAS CLASES","S/G","INGENIERO(A) DE EJECUCION EN ELECTRICIDAD","HORAS CLASE","DPTO INGENIERIA ELECTRICA",308485
"PROFESOR HORAS CLASES","S/G","MAGISTER EN PSICOLOGIA SOCIAL","HORAS CLASE","ESCUELA DE PSICOLOGIA",291436
"PROFESOR HORAS CLASES","S/G","INGENIERO(A) DE EJECUCION EN ELECTRICIDAD","HORAS CLASE","DPTO INGENIERIA ELECTRICA",462725
"PROFESOR HORAS CLASES","S/G","MAGISTER EN PSICOLOGIA SOCIAL","HORAS CLASE","ESCUELA DE PSICOLOGIA",142378
"PROFESOR HORAS CLASES","S/G","INGENIERO(A) DE EJECUCION EN ELECTRICIDAD","HORAS CLASE","DPTO INGENIERIA ELECTRICA",315166
"AUXILIARES","21","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","VR. DE APOYO AL ESTUDIANTE",529318
"PROFESOR HORAS CLASES","S/G","ENFERMERO","HORAS CLASE","ESCUELA DE ENFERMERIA",724030
"ACADEMICOS","6","ABOGADO(A)","DIRECTOR DEPTO DERECHO PUBLICO","FACULTAD DE DERECHO",4240831
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",167467
"PROFESOR HORAS CLASES","S/G","MEDICO CIRUJANO","HORAS CLASE","ESCUELA DE MEDICINA",914334
"ADMINISTRATIVO","17","SECRETARIA EJECUTIVA COMPUTACIONAL","SECRETARIO B","DIR. ASISTENCIA JURIDICA",593503
"ADMINISTRATIVO","17","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","DEPARTAMENTO DE FILOSOFÍA",687273
"ACADEMICOS","6","ABOGADO(A)","ACADEMICO","FACULTAD DE DERECHO",636049
"ADMINISTRATIVO","17","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","FACULTAD DE CIENCIAS MEDICAS",674012
"ACADEMICOS","6","MAGISTER EN CIENCIAS MENCION COMPUTACION","ACADEMICO","DPTO INGENIERIA INFORMATICA",2604626
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL","HORAS CLASE","DPTO INGENIERIA ELECTRICA",490763
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO. CIENCIAS DEL AMBIENTE",243977
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN ELECTRICIDAD","HORAS CLASE","DPTO INGENIERIA ELECTRICA",269217
"TECNICO","17","TECNICO ELECTRICO","TECNICO ELECTRICO","UNIDAD DE GESTION DEL CAMPUS",593503
"TECNICO","14","CONTADOR GENERAL CON MENCION EN TRIBUTARIA","ADMINISTRATIVO CONTABLE","UNIDAD BIENESTAR DEL PERSONAL",808454
"PROFESIONALES","13","PERIODISTA","ENCARGADA DE VINCULACION MEDIO","DEPARTAMENTO DE COMUNICACIONES",1201895
"PROFESIONALES","10","PROFESOR DE ESTADO DE CASTELLANO","JEFE DE SECCION","USA 1977 PROG DE ACOMPAÑA",1475252
"PROFESIONALES","10","PROFESOR DE ARTES MUSICALES PARA EDUCACION BASICA Y MEDIA","PROFESIONAL","PROGRAMA BACHILLERATO",744849
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ARTES MUSICALES PARA EDUCACION BASICA Y MEDIA","PROFESIONAL","PROGRAMA BACHILLERATO",484082
"PROFESOR HORAS CLASES","S/G","ABOGADO(A)","HORAS CLASE","DPTO INGENIERIA EN MINAS",210525
"AUXILIARES","23","AUXILIAR","AUXILIAR","UNIDAD DE GESTION DEL CAMPUS",506774
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA MECANICA",109636
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",323567
"PROFESOR HORAS CLASES","S/G","QUIMICA AMBIENTAL","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",322067
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DEPARTAMENTO DE BIOLOGIA",635513
"PROFESOR HORAS CLASES","S/G","MATRON (A)","HORAS CLASE","ESCUELA DE OBST Y PUERICULTURA",674557
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL ELECTRICISTA","HORAS CLASE","DPTO INGENIERIA ELECTRICA",315166
"ACADEMICOS","6","KINESIOLOGO(A)","ACADEMICO","VICERRECTORIA ACADÉMICA",1520687
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1117426
"ACADEMICOS","6","DOCTEUR SPECIALITE SCIENCES MATHEMATIQUES","ACADEMICO","DPTO MAT. Y CS. DE LA COMP.",2568466
"PROFESOR HORAS CLASES","S/G","CONTADOR PUBLICO Y AUDITOR","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",192203
"ACADEMICOS","6","MEDICO VETERINARIO","ACADEMICO","ESCUELA DE MEDICINA",1265414
"AUXILIARES","23","AUXILIAR","AUXILIAR","UNIDAD DE GESTION DEL CAMPUS",506774
"PROFESIONALES","10","INGENIERO CIVIL EN METALURGIA","ANALISTA DE PROYECTOS I","DPTO TRANSFERENCIA TECNOLOGICA",736890
"TECNICO","14","TECNICO UNIVERSITARIO EN ANALISIS QUIMICO Y FISICO","TECNICO DE LABORATORIO","DPTO. QUIMICA DE LOS MATERIALE",681497
"PROFESIONALES","8","INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS","JEFE DE SECCION","DIRECCIÓN CALIDAD Y SISTEMAS",1881195
"PROFESIONALES","8","ABOGADO(A)","ABOGADO","DPTO TRANSFERENCIA TECNOLOGICA",849857
"ADMINISTRATIVO","17","SECRETARIA DPTO CALID VIDA EST","SECRETARIA DPTO CALID VIDA EST","UNIDAD PROMOCIÓN DE LA SALUD",836561
"ADMINISTRATIVO","15","TECNICO EN ATENCION SOCIAL ADMINISTRATIVA","SECRETARIA DE APOYO DOCENTE","DPTO INGENIERIA MECANICA",602277
"PROFESIONALES","13","MEDICO VETERINARIO","PROFESIONAL","UNIDAD DE GESTION DEL CAMPUS",1201895
"TECNICO","17","TECNICO","TECNICO","PROGRAMA BACHILLERATO",639508
"AUXILIARES","19","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","FACULTAD DE INGENIERÍA",769109
"ACADEMICOS","4","MAGISTER EN FILOSOFIA CON MENCION EN EPISTEMOLOGIA","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",3065434
"PROFESOR HORAS CLASES","S/G","INGENIERO FISICO","JEFE DE LABORATORIO","DEPARTAMENTO DE FISICA",384417
"PROFESIONALES","10","INGENIERO FISICO","JEFE DE LABORATORIO","DEPARTAMENTO DE FISICA",1538927
"PROFESOR HORAS CLASES","S/G","INGENIERO FISICO","JEFE DE LABORATORIO","DEPARTAMENTO DE FISICA",384417
"ADMINISTRATIVO","11","TECNICO UNIVERSITARIO EN ELECTRICIDAD","ADMINISTRATIVO ESPECIALES","DEPTO. BENEFICIOS ESTUDIANTILE",866675
"ADMINISTRATIVO","17","SECRETARIA ADMINISTRATIVA","SECRETARIA ADMINISTRATIVA","ESCUELA DE OBST Y PUERICULTURA",758551
"ADMINISTRATIVO","12","ADM.  ACTIVACION Y SEGUIMIENTO","ADM.  ACTIVACION Y SEGUIMIENTO","UNIDAD DE CONSTRUCCIÓN",820048
"ACADEMICOS","6","CONSEJERO REPRESENTANTE DEPTO.","CONSEJERO REPRESENTANTE DEPTO.","VICERRECTORIA ACADÉMICA",2550387
"PROFESOR HORAS CLASES","S/G","DOCTOR EN QUIMICA","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",761279
